"ID","Label","Level","Implement"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_.Term","R.4[2].[t]*.[r][133].Term MOVING BLOCK","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_.Definition","R.4[2].[t]*.[r][133].Definition","5","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_.Definition._BrLeft_1_BrRight_","R.4[2].[t]*.[r][133].Definition.[1] A block whose length i...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_.Definition._BrLeft_2_BrRight_","R.4[2].[t]*.[r][133].Definition.[2] The minimum block leng...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_134_BrRight_","R.4[2].[t]*.[r][134]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_134_BrRight_.Term","R.4[2].[t]*.[r][134].Term MULTIPLE UNITS","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_134_BrRight_.Definition","R.4[2].[t]*.[r][134].Definition Two or more traction u...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_135_BrRight_","R.4[2].[t]*.[r][135]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_135_BrRight_.Term","R.4[2].[t]*.[r][135].Term NATIONAL SYSTEM MODE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_135_BrRight_.Definition","R.4[2].[t]*.[r][135].Definition ERTMS/ETCS on-board eq...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_136_BrRight_","R.4[2].[t]*.[r][136]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_136_BrRight_.Term","R.4[2].[t]*.[r][136].Term NATIONAL TRAIN CONTROL...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_136_BrRight_.Definition","R.4[2].[t]*.[r][136].Definition A previously installed...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_137_BrRight_","R.4[2].[t]*.[r][137]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_137_BrRight_.Term","R.4[2].[t]*.[r][137].Term NATIONAL VALUES","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_137_BrRight_.Definition","R.4[2].[t]*.[r][137].Definition Values that are transm...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_138_BrRight_","R.4[2].[t]*.[r][138]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_138_BrRight_.Term","R.4[2].[t]*.[r][138].Term NO POWER MODE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_138_BrRight_.Definition","R.4[2].[t]*.[r][138].Definition ERTMS/ETCS on-board eq...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_139_BrRight_","R.4[2].[t]*.[r][139]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_139_BrRight_.Term","R.4[2].[t]*.[r][139].Term NON-EQUIPPED LINE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_139_BrRight_.Definition","R.4[2].[t]*.[r][139].Definition A line without operati...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_140_BrRight_","R.4[2].[t]*.[r][140]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_140_BrRight_.Term","R.4[2].[t]*.[r][140].Term NON-LEADING MODE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_140_BrRight_.Definition","R.4[2].[t]*.[r][140].Definition ERTMS/ETCS on-board eq...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_141_BrRight_","R.4[2].[t]*.[r][141]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_141_BrRight_.Term","R.4[2].[t]*.[r][141].Term NON-VITAL","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_141_BrRight_.Definition","R.4[2].[t]*.[r][141].Definition A description applied ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_142_BrRight_","R.4[2].[t]*.[r][142]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_142_BrRight_.Term","R.4[2].[t]*.[r][142].Term OCCUPIED","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_142_BrRight_.Definition","R.4[2].[t]*.[r][142].Definition A track section having...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_143_BrRight_","R.4[2].[t]*.[r][143]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_143_BrRight_.Term","R.4[2].[t]*.[r][143].Term ODOMETER ACCURACY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_143_BrRight_.Definition","R.4[2].[t]*.[r][143].Definition The extent to which th...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_144_BrRight_","R.4[2].[t]*.[r][144]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_144_BrRight_.Term","R.4[2].[t]*.[r][144].Term ODOMETRY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_144_BrRight_.Definition","R.4[2].[t]*.[r][144].Definition The process of measuri...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_145_BrRight_","R.4[2].[t]*.[r][145]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_145_BrRight_.Term","R.4[2].[t]*.[r][145].Term ODOMETRY REFERENCE LOC...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_145_BrRight_.Definition","R.4[2].[t]*.[r][145].Definition The reference location...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_146_BrRight_","R.4[2].[t]*.[r][146]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_146_BrRight_.Term","R.4[2].[t]*.[r][146].Term ON-BOARD EQUIPMENT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_146_BrRight_.Definition","R.4[2].[t]*.[r][146].Definition The equipment carried ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_147_BrRight_","R.4[2].[t]*.[r][147]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_147_BrRight_.Term","R.4[2].[t]*.[r][147].Term ON-BOARD RECORDING DEVICE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_147_BrRight_.Definition","R.4[2].[t]*.[r][147].Definition A device (outside the ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_148_BrRight_","R.4[2].[t]*.[r][148]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_148_BrRight_.Term","R.4[2].[t]*.[r][148].Term ON SIGHT MODE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_148_BrRight_.Definition","R.4[2].[t]*.[r][148].Definition ERTMS/ETCS on-board eq...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_149_BrRight_","R.4[2].[t]*.[r][149]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_149_BrRight_.Term","R.4[2].[t]*.[r][149].Term OPERATED SYSTEM VERSION","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_149_BrRight_.Definition","R.4[2].[t]*.[r][149].Definition The operated system ve...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_150_BrRight_","R.4[2].[t]*.[r][150]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_150_BrRight_.Term","R.4[2].[t]*.[r][150].Term OVERLAP","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_150_BrRight_.Definition","R.4[2].[t]*.[r][150].Definition The section of line in...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_151_BrRight_","R.4[2].[t]*.[r][151]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_151_BrRight_.Term","R.4[2].[t]*.[r][151].Term OVER-READING AMOUNT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_151_BrRight_.Definition","R.4[2].[t]*.[r][151].Definition The distance the train...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_152_BrRight_","R.4[2].[t]*.[r][152]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_152_BrRight_.Term","R.4[2].[t]*.[r][152].Term PACKET","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_152_BrRight_.Definition","R.4[2].[t]*.[r][152].Definition Packets are multiple v...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_153_BrRight_","R.4[2].[t]*.[r][153]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_153_BrRight_.Term","R.4[2].[t]*.[r][153].Term PANTOGRAPH","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_153_BrRight_.Definition","R.4[2].[t]*.[r][153].Definition Device for transmittin...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_","R.4[2].[t]*.[r][154]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Term","R.4[2].[t]*.[r][154].Term PARTIAL SUPERVISION MODES","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition","R.4[2].[t]*.[r][154].Definition","5","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_","R.4[2].[t]*.[r][154].Definition.[1] A defined set of ERTMS...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_1_BrRight_","R.4[2].[t]*.[r][154].Definition.[1].*[1] limited supervision","7","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_2_BrRight_","R.4[2].[t]*.[r][154].Definition.[1].*[2] unfitted mode","7","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_3_BrRight_","R.4[2].[t]*.[r][154].Definition.[1].*[3] on sight mode","7","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_4_BrRight_","R.4[2].[t]*.[r][154].Definition.[1].*[4] staff responsible mode","7","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_5_BrRight_","R.4[2].[t]*.[r][154].Definition.[1].*[5] shunting","7","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_6_BrRight_","R.4[2].[t]*.[r][154].Definition.[1].*[6] post trip mode","7","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_154_BrRight_.Definition._BrLeft_1_BrRight_._Star__BrLeft_7_BrRight_","R.4[2].[t]*.[r][154].Definition.[1].*[7] reversing","7","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_155_BrRight_","R.4[2].[t]*.[r][155]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_155_BrRight_.Term","R.4[2].[t]*.[r][155].Term PERMISSIVE SIGNAL","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_155_BrRight_.Definition","R.4[2].[t]*.[r][155].Definition A signal aspect or a s...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_156_BrRight_","R.4[2].[t]*.[r][156]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_156_BrRight_.Term","R.4[2].[t]*.[r][156].Term PERMITTED SPEED","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_156_BrRight_.Definition","R.4[2].[t]*.[r][156].Definition The speed limit at whi...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_157_BrRight_","R.4[2].[t]*.[r][157]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_157_BrRight_.Term","R.4[2].[t]*.[r][157].Term POINT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_157_BrRight_.Definition","R.4[2].[t]*.[r][157].Definition A section of track equ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_158_BrRight_","R.4[2].[t]*.[r][158]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_158_BrRight_.Term","R.4[2].[t]*.[r][158].Term POSSESSION, OF SIGNALL...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_158_BrRight_.Definition","R.4[2].[t]*.[r][158].Definition The disconnection or r...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_159_BrRight_","R.4[2].[t]*.[r][159]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_159_BrRight_.Term","R.4[2].[t]*.[r][159].Term POST TRIP MODE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_159_BrRight_.Definition","R.4[2].[t]*.[r][159].Definition ERTMS/ETCS on-board eq...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_160_BrRight_","R.4[2].[t]*.[r][160]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_160_BrRight_.Term","R.4[2].[t]*.[r][160].Term PROCEED ASPECT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_160_BrRight_.Definition","R.4[2].[t]*.[r][160].Definition Any signal aspect whic...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_161_BrRight_","R.4[2].[t]*.[r][161]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_161_BrRight_.Term","R.4[2].[t]*.[r][161].Term PROTECTED WRONG SIDE F...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_161_BrRight_.Definition","R.4[2].[t]*.[r][161].Definition A wrong side failure w...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_162_BrRight_","R.4[2].[t]*.[r][162]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_162_BrRight_.Term","R.4[2].[t]*.[r][162].Term RADIO BLOCK CENTRE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_162_BrRight_.Definition","R.4[2].[t]*.[r][162].Definition A centralised safety u...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_163_BrRight_","R.4[2].[t]*.[r][163]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_163_BrRight_.Term","R.4[2].[t]*.[r][163].Term RADIO HOLE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_163_BrRight_.Definition","R.4[2].[t]*.[r][163].Definition A known area where it ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_164_BrRight_","R.4[2].[t]*.[r][164]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_164_BrRight_.Term","R.4[2].[t]*.[r][164].Term RADIO INFILL UNIT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_164_BrRight_.Definition","R.4[2].[t]*.[r][164].Definition A unit which provides ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_165_BrRight_","R.4[2].[t]*.[r][165]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_165_BrRight_.Term","R.4[2].[t]*.[r][165].Term RBC/RBC HANDOVER","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_165_BrRight_.Definition","R.4[2].[t]*.[r][165].Definition The process of passing...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_166_BrRight_","R.4[2].[t]*.[r][166]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_166_BrRight_.Term","R.4[2].[t]*.[r][166].Term RBC/RBC TRANSITION","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_166_BrRight_.Definition","R.4[2].[t]*.[r][166].Definition Alternative term to RB...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_167_BrRight_","R.4[2].[t]*.[r][167]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_167_BrRight_.Term","R.4[2].[t]*.[r][167].Term RECOMMENDED","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_167_BrRight_.Definition","R.4[2].[t]*.[r][167].Definition Not fulfilling the req...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_168_BrRight_","R.4[2].[t]*.[r][168]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_168_BrRight_.Term","R.4[2].[t]*.[r][168].Term REDUNDANCY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_168_BrRight_.Definition","R.4[2].[t]*.[r][168].Definition The provision of one o...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_169_BrRight_","R.4[2].[t]*.[r][169]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_169_BrRight_.Term","R.4[2].[t]*.[r][169].Term REFERENCE LOCATION","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_169_BrRight_.Definition","R.4[2].[t]*.[r][169].Definition A location on the trac...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_170_BrRight_","R.4[2].[t]*.[r][170]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_170_BrRight_.Term","R.4[2].[t]*.[r][170].Term RELEASE SPEED","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_170_BrRight_.Definition","R.4[2].[t]*.[r][170].Definition A speed value to allow...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_171_BrRight_","R.4[2].[t]*.[r][171]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_171_BrRight_.Term","R.4[2].[t]*.[r][171].Term RELIABILITY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_171_BrRight_.Definition","R.4[2].[t]*.[r][171].Definition","5","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_171_BrRight_.Definition._BrLeft_1_BrRight_","R.4[2].[t]*.[r][171].Definition.[1] The probability that a...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_171_BrRight_.Definition._BrLeft_2_BrRight_","R.4[2].[t]*.[r][171].Definition.[2] Definitions for other ...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_172_BrRight_","R.4[2].[t]*.[r][172]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_172_BrRight_.Term","R.4[2].[t]*.[r][172].Term REVERSING MODE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_172_BrRight_.Definition","R.4[2].[t]*.[r][172].Definition ERTMS/ETCS on-board eq...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_173_BrRight_","R.4[2].[t]*.[r][173]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_173_BrRight_.Term","R.4[2].[t]*.[r][173].Term REVERSE MOVEMENT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_173_BrRight_.Definition","R.4[2].[t]*.[r][173].Definition A train movement in wh...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_174_BrRight_","R.4[2].[t]*.[r][174]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_174_BrRight_.Term","R.4[2].[t]*.[r][174].Term REVOCATION OF MOVEMENT...","5","TRUE"
